City_ID,City,Latitude,Longitude,Maximum Temperature,Humidity,Cloudiness,Wind Speed,Country,Date(of Weather Data)
364,wicklow,53,-6.42,42.01,80,75,5.82,IE,04/01/2020
365,sladkovo,55.53,70.34,30.27,96,78,8.59,RU,04/01/2020
366,zaozerne,45.16,33.28,38.52,72,100,19.22,UA,04/01/2020
367,pasighat,28.07,95.33,82,33,43,1.07,IN,04/01/2020
368,gat,31.61,34.76,59,77,75,13.87,IL,04/01/2020
369,tezu,27.92,96.17,87.4,22,17,3,IN,04/01/2020
370,okhotsk,59.38,143.3,24.76,96,99,12.77,RU,04/01/2020
371,fortuna,40.6,-124.16,48.99,87,1,6.78,US,04/01/2020
372,port lincoln,-34.73,135.87,65.95,61,78,6.02,AU,04/01/2020
373,borogontsy,62.67,131.17,25.27,96,100,4.12,RU,04/01/2020
374,porto seguro,-16.45,-39.06,75.2,94,40,4.7,BR,04/01/2020
375,codrington,-38.27,141.97,68.58,52,100,6.35,AU,04/01/2020
376,maragogi,-9.01,-35.22,79.32,83,69,7.83,BR,04/01/2020
377,tacoronte,28.48,-16.41,64.4,93,75,8.05,ES,04/01/2020
378,port macquarie,-31.43,152.92,80.01,65,1,9.17,AU,04/01/2020
379,big rapids,43.7,-85.48,41,86,90,4.7,US,04/01/2020
380,sohbatpur,28.52,68.54,72.54,53,0,14.56,PK,04/01/2020
381,nyurba,63.28,118.33,13.53,94,100,10.58,RU,04/01/2020
382,labuhan,-6.88,112.21,87.91,66,4,1.81,ID,04/01/2020
383,omboue,-1.57,9.26,79.09,89,92,6.24,GA,04/01/2020
384,beloha,-25.17,45.05,69.24,90,31,9.06,MG,04/01/2020
385,santa rosa,14.31,121.11,91.4,55,20,6.93,PH,04/01/2020
386,grindavik,63.84,-22.43,35.6,77,75,16.11,IS,04/01/2020
387,kiruna,67.86,20.23,19.4,92,40,11.41,SE,04/01/2020
388,haines junction,60.75,-137.51,11.17,80,99,2.8,CA,04/01/2020
389,borovoy,55.43,86.08,35.6,59,0,4.47,RU,04/01/2020
390,redding,40.59,-122.39,60.8,41,1,4.7,US,04/01/2020
391,trairi,-3.28,-39.27,80.22,83,100,8.05,BR,04/01/2020
392,karpathos,35.51,27.21,57.2,82,7,18.34,GR,04/01/2020
393,del rio,29.36,-100.9,71.6,30,1,8.05,US,04/01/2020
394,marawi,8,124.29,82.74,42,100,5.55,PH,04/01/2020
395,axim,4.87,-2.24,80.02,90,72,7.16,GH,04/01/2020
396,luwuk,-0.95,122.79,85.01,68,86,3,ID,04/01/2020
397,alice springs,-23.7,133.88,84.2,54,44,16.11,AU,04/01/2020
398,nuevo progreso,23.17,-97.95,75.99,78,90,1.01,MX,04/01/2020
399,san jose,37.34,-121.89,57.99,71,20,12.75,US,04/01/2020
400,rawson,-43.3,-65.1,60.44,59,10,19.75,AR,04/01/2020
401,barcelos,41.54,-8.62,42.8,81,40,8.05,PT,04/01/2020
402,leningradskiy,69.38,178.42,14.68,93,87,5.5,RU,04/01/2020
403,bridlington,54.08,-0.19,43,80,98,3.36,GB,04/01/2020
404,santa catalina,9.33,122.86,87.8,58,20,13.87,PH,04/01/2020
405,konza,-1.74,37.13,62.6,100,90,4.7,KE,04/01/2020
406,kultuk,51.72,103.7,43.63,54,78,3.13,RU,04/01/2020
407,shimoda,34.67,138.95,59,93,75,21.92,JP,04/01/2020
408,pagudpud,18.56,120.79,86,74,20,11.41,PH,04/01/2020
409,cabedelo,-6.98,-34.83,77,100,20,4.7,BR,04/01/2020
410,tarboro,35.9,-77.54,48.2,93,90,11.41,US,04/01/2020
411,jackson,42.42,-122.83,44.6,75,90,4.7,US,04/01/2020
412,quatre cocos,-20.21,57.76,82,94,40,7.67,MU,04/01/2020
413,kandiaro,27.06,68.21,75.85,47,0,13.04,PK,04/01/2020
414,winnetka,42.11,-87.74,37.99,86,90,8.05,US,04/01/2020
415,la palma,33.85,-118.05,68,52,1,4.7,US,04/01/2020
416,puerto madero,14.72,-92.42,80.6,83,40,8.79,MX,04/01/2020
417,esil,51.96,66.4,27.95,92,100,13.89,KZ,04/01/2020
418,taunggyi,20.78,97.03,82.89,19,0,5.39,MM,04/01/2020
419,ukiah,39.15,-123.21,55,71,1,8.05,US,04/01/2020
420,san roque,36.21,-5.38,57.2,87,47,4.7,ES,04/01/2020
421,pisco,-13.7,-76.22,71.6,83,98,4.7,PE,04/01/2020
422,lincoln,40.8,-96.67,59,54,1,12.75,US,04/01/2020
423,sarakhs,36.54,61.16,51.8,100,49,4.7,IR,04/01/2020
424,yara,20.28,-76.95,72.95,80,2,3.15,CU,04/01/2020
425,galveston,29.37,-94.97,66.2,59,1,9.17,US,04/01/2020
426,gushikawa,26.35,127.87,69.01,100,90,17.22,JP,04/01/2020
427,camacha,33.08,-16.33,59,66,20,6.93,PT,04/01/2020
428,marathon,44.9,-89.77,39.2,74,90,4.16,US,04/01/2020
429,chimoio,-19.12,33.48,64.4,93,0,2.35,MZ,04/01/2020
430,vao,-22.67,167.48,74.97,78,45,16.46,NC,04/01/2020
431,harlingen,26.19,-97.7,73.99,77,1,11.41,US,04/01/2020
432,keflavik,64,-22.56,35.6,79,75,16.11,IS,04/01/2020
433,acari,-15.43,-74.62,73.65,65,100,2.73,PE,04/01/2020
434,bondo,3.81,23.69,72.46,77,100,3.13,CD,04/01/2020
435,pathein,16.78,94.73,89.6,39,0,8.05,MM,04/01/2020
436,northam,51.03,-4.22,37,87,0,4,GB,04/01/2020
437,conde,-7.26,-34.91,77,100,20,4.7,BR,04/01/2020
438,amapa,1,-52,73.47,94,100,1.14,BR,04/01/2020
439,albania,41,20,42.8,93,90,2.24,AL,04/01/2020
440,qui nhon,13.77,109.23,86.68,58,61,4.38,VN,04/01/2020
441,havelock,34.88,-76.9,52,81,75,13.87,US,04/01/2020
442,zhigansk,66.77,123.37,12.56,94,99,13.94,RU,04/01/2020
443,panzhihua,26.59,101.71,82.29,12,0,1.7,CN,04/01/2020
444,cortez,37.35,-108.59,39.99,55,1,4.7,US,04/01/2020
445,nambucca heads,-30.65,153,78.01,69,40,8.05,AU,04/01/2020
446,starosubkhangulovo,53.1,57.44,34.5,75,100,1.7,RU,04/01/2020
447,halifax,44.65,-63.57,33.01,100,90,8.05,CA,04/01/2020
448,bilma,18.69,12.92,80.94,17,0,6.08,NE,04/01/2020
449,katherine,-14.47,132.27,98.6,30,40,11.41,AU,04/01/2020
450,atbasar,51.8,68.33,22.53,91,96,9.98,KZ,04/01/2020
451,magadan,59.57,150.8,20.73,89,0,0.72,RU,04/01/2020
452,wanning,18.8,110.4,83.75,67,11,5.77,CN,04/01/2020
453,nelson bay,-32.72,152.15,82,51,40,9.17,AU,04/01/2020
454,tiarei,-17.53,-149.33,82.4,78,8,3.36,PF,04/01/2020
455,talnakh,69.49,88.4,10.4,92,75,17.9,RU,04/01/2020
456,elbistan,38.21,37.2,43.63,58,100,2.1,TR,04/01/2020
457,kirakira,-10.45,161.92,83.93,77,100,5.93,SB,04/01/2020
458,isangel,-19.55,169.27,84.2,79,90,11.41,VU,04/01/2020
459,sur,22.57,59.53,76.86,71,0,4.81,OM,04/01/2020
460,kuopio,62.89,27.68,30.2,86,39,9.17,FI,04/01/2020
461,kemijarvi,66.71,27.43,20.71,95,100,8.7,FI,04/01/2020
462,gubkinskiy,64.43,76.5,19,97,100,5.53,RU,04/01/2020
463,lazaro cardenas,17.96,-102.2,76.39,78,0,4.41,MX,04/01/2020
464,rehoboth,-23.32,17.08,61.39,30,0,3.02,NA,04/01/2020
465,cascais,38.7,-9.42,48.2,93,20,14.29,PT,04/01/2020
466,guadix,37.3,-3.14,46.99,93,75,1.12,ES,04/01/2020
467,keene,42.93,-72.28,34,96,90,2.95,US,04/01/2020
468,saint-leu,-21.15,55.28,79,73,75,9.17,RE,04/01/2020
469,farah,32.5,62.5,55.71,41,3,8.08,AF,04/01/2020
470,brigantine,39.41,-74.36,43,70,1,11.41,US,04/01/2020
471,palmer,42.16,-72.33,37,74,90,8.05,US,04/01/2020
472,mitsamiouli,-11.38,43.28,83.32,77,52,13.13,KM,04/01/2020
473,vila velha,-20.33,-40.29,77,94,75,2.24,BR,04/01/2020
474,kikwit,-5.04,18.82,71.96,76,91,1.32,CD,04/01/2020
475,copiapo,-27.37,-70.33,60.8,82,59,8.05,CL,04/01/2020
476,boende,-0.22,20.87,72.12,83,98,0.78,CD,04/01/2020
477,karaton,-6.34,106.1,86,66,40,2.24,ID,04/01/2020
478,sinaloa,25,-107.5,66.2,88,75,2.21,MX,04/01/2020
479,hovd,48.01,91.64,28.62,44,0,0.67,MN,04/01/2020
480,aiquile,-18.2,-65.18,58.32,46,93,1.77,BO,04/01/2020
481,hay river,60.82,-115.8,-5.8,76,20,6.93,CA,04/01/2020
482,husavik,66.04,-17.34,30.2,86,90,13.87,IS,04/01/2020
483,juneau,58.3,-134.42,30.2,28,75,8.05,US,04/01/2020
484,port hardy,50.7,-127.42,42.8,75,75,4.7,CA,04/01/2020
485,kutum,14.2,24.67,67.3,16,0,4.85,SD,04/01/2020
486,tabou,4.42,-7.35,80.01,88,95,4.32,CI,04/01/2020
487,ojinaga,29.57,-104.42,75.2,8,1,5.82,MX,04/01/2020
488,mahajanga,-15.72,46.32,75.2,94,20,2.24,MG,04/01/2020
489,eyl,7.98,49.82,81.72,76,69,10.4,SO,04/01/2020
490,salalah,17.02,54.09,77,78,20,4.7,OM,04/01/2020
491,wanaka,-44.7,169.15,65.97,31,0,1.36,NZ,04/01/2020
492,mizdah,31.45,12.98,51.73,65,0,4.59,LY,04/01/2020
493,mundybash,53.21,87.3,41.2,59,0,1.95,RU,04/01/2020
494,north bend,43.41,-124.22,45,70,40,6.73,US,04/01/2020
495,palencia,42.42,-4.5,44.01,88,100,5.99,ES,04/01/2020
496,paita,-5.09,-81.11,77.43,68,92,7.52,PE,04/01/2020
497,nynashamn,58.9,17.95,37.99,80,10,3.36,SE,04/01/2020
498,westlock,54.15,-113.87,3.99,84,90,9.17,CA,04/01/2020
499,mathbaria,22.29,89.96,88.86,24,0,2.35,BD,04/01/2020
500,grafton,42.21,-71.69,33.8,86,1,3.36,US,04/01/2020
501,vilcun,-38.65,-72.23,45,93,0,1.12,CL,04/01/2020
502,kangasala,61.46,24.08,32,91,90,12.75,FI,04/01/2020
503,taltal,-25.4,-70.48,65.64,70,13,0.92,CL,04/01/2020
504,mehamn,71.04,27.85,26.6,91,40,18.34,NO,04/01/2020
505,sulgen,47.54,9.19,30.2,74,0,5.82,CH,04/01/2020
506,baijiantan,45.63,85.18,47.52,38,0,17.87,CN,04/01/2020
507,alta floresta,-9.88,-56.09,72.81,88,99,1.54,BR,04/01/2020
508,laksham,23.25,91.14,88.59,23,0,5.59,BD,04/01/2020
509,burnie,-41.07,145.92,66,54,15,1.99,AU,04/01/2020
510,ostrovnoy,68.05,39.51,20.71,94,100,19.44,RU,04/01/2020
511,alto araguaia,-17.31,-53.22,70.75,72,26,3.36,BR,04/01/2020
512,genhe,50.78,121.52,39.06,48,22,12.93,CN,04/01/2020
513,tarko-sale,64.92,77.78,19,94,100,6.71,RU,04/01/2020
514,grootfontein,-19.57,18.12,62.17,61,3,5.77,NA,04/01/2020
515,manta,-0.95,-80.73,78.8,74,90,2.24,EC,04/01/2020
516,sawakin,19.11,37.33,75.43,38,0,1.16,SD,04/01/2020
517,show low,34.25,-110.03,57.2,40,1,4.7,US,04/01/2020
518,bratsk,56.13,101.61,41,56,98,15.66,RU,04/01/2020
519,lensk,60.73,114.93,16.77,88,70,11.54,RU,04/01/2020
520,veinticinco de mayo,-35.43,-60.17,66.99,95,98,1.99,AR,04/01/2020
521,terney,45.05,136.61,47.43,51,100,6.93,RU,04/01/2020
522,muros,42.78,-9.06,46.99,93,75,1.12,ES,04/01/2020
523,staryy nadym,65.61,72.68,17.53,92,100,1.16,RU,04/01/2020
524,la carlota,10.42,122.92,91.9,35,1,3.13,PH,04/01/2020
525,goma,-1.68,29.22,62.47,50,45,0.58,CD,04/01/2020
526,port antonio,18.18,-76.46,78.8,65,20,3.36,JM,04/01/2020
527,nagato,34.38,131.2,54,81,75,27.51,JP,04/01/2020
528,havoysund,71,24.66,26.6,86,75,17.22,NO,04/01/2020
529,poum,-20.23,164.02,78.87,76,79,13.71,NC,04/01/2020
530,baruun-urt,46.68,113.28,40.37,32,0,15.61,MN,04/01/2020
531,lahat,-3.8,103.53,80.64,77,100,2.53,ID,04/01/2020
532,miri,4.41,114.01,91.4,70,75,5.82,MY,04/01/2020
533,yankton,42.87,-97.4,54,66,1,8.05,US,04/01/2020
534,lingao,19.91,109.69,77.5,77,72,0.29,CN,04/01/2020
535,oxbow,49.23,-102.17,26.6,86,90,12.75,CA,04/01/2020
536,indian head,38.6,-77.16,44.01,87,90,3.36,US,04/01/2020
537,kununurra,-15.77,128.73,98.6,32,0,4.7,AU,04/01/2020
538,krasnoarmeysk,51.02,45.7,28.99,59,0,5.99,RU,04/01/2020
539,rio cauto,20.56,-76.92,78.8,47,40,5.82,CU,04/01/2020
540,hidalgo,20.5,-99,61.75,45,12,7.34,MX,04/01/2020
541,rurrenabaque,-14.44,-67.53,75.49,84,85,1.72,BO,04/01/2020
542,turkmenabat,39.07,63.58,55.4,93,90,9.17,TM,04/01/2020
543,glens falls,43.31,-73.64,39.2,86,20,3.36,US,04/01/2020
544,nago,26.59,127.98,69.01,100,90,17.22,JP,04/01/2020
545,port blair,11.67,92.75,81.7,71,0,6.93,IN,04/01/2020
546,sao felix do xingu,-6.64,-51.99,73.42,90,86,0.29,BR,04/01/2020
547,tacuarembo,-31.73,-55.98,65.89,87,9,11.39,UY,04/01/2020
548,shenkursk,62.11,42.9,19.2,92,58,6.49,RU,04/01/2020
549,babol,36.55,52.68,46.4,87,1,2.24,IR,04/01/2020
550,paciran,-6.88,112.38,88.65,65,4,1.52,ID,04/01/2020
551,chitungwiza,-18.01,31.08,58.14,57,0,4.36,ZW,04/01/2020
552,tsabong,-26.02,22.4,64.33,67,15,2.62,BW,04/01/2020
553,saveh,35.02,50.36,50.41,48,75,4.34,IR,04/01/2020
554,kalabo,-14.97,22.68,66.99,71,98,4.9,ZM,04/01/2020
555,duvan,55.7,57.9,34.79,75,100,2.66,RU,04/01/2020
556,grandview,38.89,-94.53,57.99,41,1,8.05,US,04/01/2020
557,starcevo,41.42,25.07,44.6,70,90,14.99,BG,04/01/2020
558,buraydah,26.33,43.98,69.8,52,0,13.87,SA,04/01/2020
559,pechenga,69.53,31.17,21.2,85,40,17.22,RU,04/01/2020
560,kargil,34.57,76.1,28.89,25,94,4.81,IN,04/01/2020
561,bubaque,11.28,-15.83,78.76,71,58,9.26,GW,04/01/2020
562,comodoro rivadavia,-45.87,-67.5,51.8,66,98,3.27,AR,04/01/2020
563,puerto del rosario,28.5,-13.86,62.6,77,0,5.82,ES,04/01/2020
564,oktyabrskoye,43.06,44.74,41,100,28,6.71,RU,04/01/2020
565,mungwi,-10.17,31.37,60.85,67,76,2.55,ZM,04/01/2020
